Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3260107,"genomic DNA from primary fetal brain_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260107/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260108,"genomic DNA from primary fetal brain_rep2","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260108/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260109,"genomic DNA from primary fetal brain_rep4","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260109/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260110,"genomic DNA from primary fetal brain_rep6","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260110/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260111,"genomic DNA from primary fetal brain_rep7","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260111/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260112,"genomic DNA from primary fetal brain_rep8","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260112/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260113,"genomic DNA from primary fetal brain_rep11","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260113/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260114,"genomic DNA from primary fetal brain_rep12","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260114/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260115,"genomic DNA from primary fetal brain_rep13","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260115/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260116,"genomic DNA from primary adult brain_rep2","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260116/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260117,"genomic DNA from primary fetal pancreas_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260117/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260118,"genomic DNA from primary fetal pancreas_rep2","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260118/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260119,"genomic DNA from primary fetal pancreas_rep3","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260119/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260120,"genomic DNA from primary fetal pancreas_rep4","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260120/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260121,"genomic DNA from primary pancreatic islet_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260121/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260122,"genomic DNA from primary pancreatic islet_rep2","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260122/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260123,"genomic DNA from primary pancreatic islet_rep3","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260123/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260124,"genomic DNA from primary pancreatic islet_rep4","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260124/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260125,"genomic DNA from primary pancreatic islet_rep5","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260125/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260126,"genomic DNA from primary fetal umbilical cord_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260126/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260127,"genomic DNA from primary fetal umbilical cord_rep2","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260127/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260128,"genomic DNA from primary fetal umbilical cord_rep3","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260128/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260129,"genomic DNA from primary fetal intestine_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260129/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260130,"genomic DNA from primary fetal intestine_rep2","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260130/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260131,"genomic DNA from primary fetal intestine_rep3","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260131/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260132,"genomic DNA from primary fetal thymus_rep3","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260132/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260133,"genomic DNA from primary adult diaphragm_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260133/suppl",,"Stephen Dalton","Oct 06, 2018"
GSM3260134,"genomic DNA from primary adult duodenum_rep1","genomic","Homo sapiens",1,GPL13534,GSE116754,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3260nnn/GSM3260134/suppl",,"Stephen Dalton","Oct 06, 2018"
